time,cut torque,cut lag error,cut position,cut speed,film position,film speed,film lag error
-0.18799997300000001,-0.150048479,0.001349449,-791008.0,-6.8664550779999995,102357.0,-2.50428915,0.33399513399999997
-0.183999973,-0.140082404,0.001349449,-791008.0,0.0,102357.0,2.50428915,0.33399513399999997
-0.17999997399999998,-0.125032842,-0.0013971329999999998,-791008.0,0.0,102357.0,0.0,0.334996849
-0.17599997399999998,-0.14347073400000002,0.001349449,-791008.0,-13.73291016,102357.0,2.504438162,0.334996849
-0.17199997399999997,-0.128516808,0.001349449,-791008.0,0.0,102357.0,0.0,0.335998625
-0.167999975,-0.13030225,0.001349449,-791008.0,0.0,102357.0,0.0,0.335998625
-0.163999975,-0.12624464900000001,-0.0013971329999999998,-791008.0,-6.8664550779999995,102357.0,0.0,0.335998625
-0.159999975,-0.105128907,-0.0013971329999999998,-791008.0,6.8664550779999995,102357.0,0.0,0.335998625
-0.155999975,-0.10551992800000001,-0.004143715,-791008.0,0.0,102357.0,0.0,0.335998625
-0.151999976,-0.13106910900000002,0.001349449,-791008.0,0.0,102357.0,5.0085783,0.332993418
-0.147999976,-0.15467351699999998,0.001349449,-791008.0,6.8664550779999995,102357.0,2.504438162,0.334996849
-0.143999976,-0.135538265,0.001349449,-791008.0,-6.8664550779999995,102357.0,-2.504438162,0.335998625
-0.139999976,-0.115362905,-0.002770424,-791008.0,6.8664550779999995,102357.0,0.0,0.335998625
-0.135999977,-0.14488019,-0.0013971329999999998,-791008.0,0.0,102357.0,-7.513016223999999,0.335998625
-0.131999977,-0.112452604,-0.0013971329999999998,-791008.0,0.0,102357.0,0.0,0.335998625
-0.127999977,-0.122755498,-0.0013971329999999998,-791008.0,0.0,102357.0,2.504438162,0.334996849
-0.12399997800000001,-0.12426035099999999,-0.0013971329999999998,-791008.0,6.8664550779999995,102357.0,5.0085783,0.332993418
-0.11999997800000001,-0.129956886,-2.38419e-05,-791008.0,0.0,102357.0,-5.008727073999999,0.335998625
-0.115999978,-0.12754210800000002,-0.0013971329999999998,-791008.0,0.0,102357.0,0.0,0.335998625
-0.11199997800000001,-0.142279521,-0.0013971329999999998,-791008.0,-6.8664550779999995,102357.0,2.504438162,0.334996849
-0.10799997900000001,-0.123541817,-0.0013971329999999998,-791008.0,0.0,102357.0,0.0,0.33399513399999997
-0.103999979,-0.11600217199999999,-0.0013971329999999998,-791008.0,6.8664550779999995,102357.0,-7.513016223999999,0.335998625
-0.099999979,-0.12533281699999999,-0.0013971329999999998,-791008.0,3.4332275389999998,102357.0,0.0,0.335998625
-0.09599998,-0.135461465,0.001349449,-791008.0,0.0,102357.0,0.0,0.335998625
-0.09199998,-0.141451076,0.001349449,-791008.0,0.0,102357.0,0.0,0.335998625
-0.08799998,-0.15333607800000001,0.004096031,-791008.0,-6.8664550779999995,102357.0,2.504438162,0.334996849
-0.08399998,-0.129960924,-0.0013971329999999998,-791008.0,0.0,102357.0,2.504438162,0.334996849
-0.079999981,-0.15024094300000002,0.004096031,-791008.0,-6.8664550779999995,102357.0,0.0,0.335998625
-0.075999981,-0.115251176,-0.004143715,-791008.0,3.4332275389999998,102357.0,-2.504438162,0.335998625
-0.07199998099999999,-0.112111799,-0.0013971329999999998,-791008.0,0.0,102357.0,2.50428915,0.33399513399999997
-0.067999981,-0.134022802,0.001349449,-791008.0,-6.8664550779999995,102357.0,-5.008727073999999,0.335998625
-0.063999982,-0.136032909,-0.0013971329999999998,-791008.0,0.0,102357.0,0.0,0.335998625
-0.059999982,-0.120286547,-0.002770424,-791008.0,-3.4332275389999998,102357.0,-2.504438162,0.335998625
-0.055999982000000004,-0.123161517,-0.0013971329999999998,-791008.0,0.0,102357.0,2.504438162,0.334996849
-0.051999983,-0.113697939,-0.0011672969999999999,-791008.0,0.0,102357.0,5.008727073999999,0.33399513399999997
-0.047999982999999996,-0.113604866,-0.0025272370000000003,-791008.0,0.0,102357.0,0.0,0.33600291600000004
-0.043999983,-0.144461721,0.0016279220000000002,-791008.0,6.8664550779999995,102357.0,0.0,0.33647903799999995
-0.039999982999999996,-0.146995753,0.00421524,-791008.0,0.0,102357.0,-7.513016223999999,0.3387582
-0.035999984,-0.14212857199999998,0.006620406999999999,-791008.0,6.8664550779999995,102357.0,-2.50428915,0.34223982700000005
-0.031999984,-0.163327083,0.0072498319999999995,-791008.0,6.8664550779999995,102357.0,-2.50428915,0.350303918
-0.027999984,-0.195378795,0.015496254,-791008.0,6.8664550779999995,102357.0,0.0,0.361295372
-0.023999984,-0.195161447,0.00939846,-791008.0,6.8664550779999995,102357.0,5.008727073999999,0.37453457700000004
-0.019999985,-0.232933849,0.017575264,-791008.0,10.29968262,102357.0,5.008727073999999,0.39131864899999996
-0.015999985,-0.247980535,0.017832756,-791008.0,17.166137699999997,102357.0,5.0085783,0.40590658799999996
-0.011999985,-0.275493473,0.019329071,-791008.0,10.29968262,102357.0,12.52159405,0.41954264
-0.007999986,-0.266758323,0.008340835999999999,-791008.0,27.46582031,102357.0,12.52159405,0.431441694
-0.003999986,-0.25596258,-0.000484467,-791008.0,20.59936523,102357.0,17.53032112,0.44379690299999996
1.38655e-08,-0.271807134,0.0036144259999999996,-791008.0,30.89904785,102357.0,17.53032112,0.45877561
0.0040000140000000005,-0.281260729,0.002557755,-791008.0,34.33227539,102357.0,20.03461075,0.47952014200000004
0.008000013,-0.309402227,0.005262375,-791008.0,30.89904785,102357.0,30.052064899999998,0.494120389
0.012000013,-0.296330392,0.00188446,-791007.0,37.76550293,102357.0,35.06079102,0.5166845320000001
0.016000013,-0.299133778,0.00019836400000000003,-791007.0,51.49841309,102357.0,37.56507874,0.534248948
0.020000012,-0.286450058,-0.011022568,-791007.0,51.49841309,102357.0,50.08682251,0.5488480929999999
0.024000012,-0.247191414,-0.018980026,-791007.0,61.798095700000005,102358.0,50.08682251,0.5654952529999999
0.028000012,-0.284239769,-0.008810043,-791007.0,58.36486816,102358.0,57.5996933,0.578160107
0.032000012,-0.284413666,-0.005483627,-791006.0,65.23132324,102358.0,67.61714172,0.583789051
0.036000011,-0.291444838,-0.003307343,-791006.0,75.53100586,102358.0,77.63445282,0.588318467
0.040000011,-0.274763405,-0.010780333999999999,-791006.0,89.26391602,102359.0,77.63445282,0.59164691
0.044000011,-0.263854802,-0.013518333,-791005.0,85.83068848,102359.0,90.15619659,0.591646075
0.048000010999999995,-0.27197358,-0.00652504,-791005.0,96.13037109,102359.0,92.66048431,0.5951738360000001
0.05200001,-0.282003403,-0.002893448,-791005.0,99.56359863,102360.0,92.66048431,0.602050483
0.05600001,-0.277010977,-0.002216339,-791004.0,109.86328130000001,102360.0,102.67794040000001,0.605056584
0.06000001,-0.26223585,-0.010501861999999999,-791004.0,120.1629639,102361.0,115.1996841,0.609972596
0.06400000900000001,-0.24624183800000002,-0.012018204,-791003.0,120.1629639,102361.0,117.70381929999999,0.623550653
0.068000009,-0.256442249,-0.007978439,-791003.0,123.59619140000001,102361.0,125.2169876,0.6404966120000001
0.072000009,-0.272863805,-0.002807617,-791002.0,137.32910159999997,102362.0,135.23443600000002,0.659495473
0.07600000900000001,-0.265886992,-0.000247955,-791002.0,140.7623291,102363.0,140.2430573,0.673200309
0.080000008,-0.24037835,-0.001531601,-791001.0,161.3616943,102363.0,145.2515869,0.687255561
0.084000008,-0.24064278600000003,-0.004693985,-791000.0,157.9284668,102364.0,157.77333069999997,0.6942558879999999
0.088000008,-0.248256609,-0.003656387,-791000.0,168.2281494,102364.0,162.7820587,0.7078125479999999
0.09200000800000001,-0.248951703,-0.000817299,-790999.0,171.66137700000002,102365.0,180.31239319999997,0.712453783
0.096000007,-0.238293156,-0.00292778,-790998.0,192.26074219999998,102366.0,167.79078669999998,0.7207318540000001
0.10000000699999999,-0.23379609,-0.0027885440000000004,-790997.0,202.56042480000002,102367.0,192.8341675,0.717122138
0.10400000699999999,-0.229451701,-0.008085251,-790997.0,202.56042480000002,102367.0,205.35588069999997,0.714128971
0.108000006,-0.22149181399999998,-0.007966042,-790996.0,212.8601074,102368.0,210.36445619999998,0.704185724
0.112000006,-0.213475555,-0.0018939970000000001,-790995.0,216.293335,102369.0,220.3819122,0.704756141
0.116000006,-0.247644588,0.000595093,-790994.0,226.5930176,102370.0,232.903656,0.7082149390000001
0.12000000599999999,-0.248583883,0.0023174289999999998,-790993.0,230.02624509999998,102371.0,232.90364069999995,0.7139390109999999
0.124000005,-0.22489008300000002,-0.000562668,-790992.0,236.89270019999998,102372.0,247.9296722,0.716271102
0.128000005,-0.193473697,-0.006843566999999999,-790991.0,254.05883790000001,102373.0,257.9469604,0.723533034
0.132000005,-0.205421999,0.00022316,-790990.0,257.4920654,102374.0,265.4599915,0.734021425
0.136000004,-0.22767143,0.0053482059999999994,-790989.0,264.3585205,102375.0,280.4861755,0.742000639
0.140000004,-0.20231427300000002,-0.000834465,-790988.0,274.65820310000004,102376.0,270.4685669,0.756713629
0.14400000400000001,-0.211229533,0.001852989,-790987.0,291.8243408,102377.0,295.51205439999995,0.77036798
0.148000004,-0.22427405399999997,0.004254341,-790986.0,298.69079589999996,102378.0,305.5293579,0.782158375
0.152000003,-0.210650593,-0.001159668,-790984.0,305.55725099999995,102380.0,315.54681400000004,0.7922312020000001
0.156000003,-0.24572598899999998,0.010549545,-790983.0,308.9904785,102381.0,323.059845,0.806748688
0.160000003,-0.25523752,0.013057708999999999,-790982.0,315.8569336,102382.0,338.08572389999995,0.822798193
0.164000003,-0.23682047399999998,0.005903244,-790981.0,322.7233887,102384.0,335.5815735,0.8364635709999999
0.16800000199999998,-0.27209723,0.009880066,-790979.0,343.3227539,102385.0,355.6162109,0.845807135
0.17200000199999999,-0.282703936,0.010560989,-790978.0,350.189209,102387.0,365.6336975,0.855849326
0.176000002,-0.27141127,0.00790596,-790977.0,357.0556641,102388.0,370.6423645,0.8615940809999999
0.18000000100000002,-0.261540323,0.0016460420000000001,-790975.0,367.3553467,102390.0,385.668457,0.8590213659999999
0.18400000100000002,-0.275457561,0.004805565,-790974.0,363.92211910000003,102391.0,400.69430539999996,0.856076598
0.18800000100000003,-0.273364693,0.003588676,-790972.0,370.7885742,102393.0,413.21603389999996,0.840683043
0.192000001,-0.25577268,0.00023841900000000002,-790971.0,391.3879395,102394.0,418.224762,0.8297478559999999
0.196,-0.273945332,-0.004161835,-790969.0,401.68762210000006,102396.0,430.746521,0.8191457990000001
0.2,-0.26674455399999997,-0.003694534,-790967.0,408.55407710000003,102398.0,438.25933839999993,0.8147435190000001
0.204,-0.265647978,-0.006466866,-790966.0,415.42053219999997,102400.0,448.27685549999995,0.816337705
0.20800000000000002,-0.259755224,-0.004034042,-790964.0,418.85375980000003,102401.0,463.30285639999994,0.817721367
0.211999999,-0.268600345,-0.0033588409999999996,-790963.0,425.7202148,102403.0,465.80715939999993,0.816668808
0.215999999,-0.255939394,-0.010677338,-790961.0,429.15344239999996,102405.0,465.807312,0.8209098579999999
0.21999999899999997,-0.241902322,-0.008669853,-790959.0,429.15344239999996,102407.0,475.82461550000005,0.8361799120000001
0.223999998,-0.237761036,-0.009069443,-790957.0,439.453125,102409.0,495.8591919,0.845148683
0.227999998,-0.22371888199999998,-0.008295059,-790956.0,449.75280760000004,102411.0,505.8766478999999,0.847451508
0.231999998,-0.21247179800000002,-0.007095336999999999,-790954.0,449.75280760000004,102413.0,525.9113769999999,0.8227132559999999
0.23599999800000002,-0.22973451,-0.00368309,-790952.0,460.05249019999997,102415.0,528.4157104,0.800567567
0.239999997,-0.21591123899999998,-0.00642395,-790950.0,466.91894529999996,102417.0,538.4331665,0.778604805
0.243999997,-0.19069656699999998,-0.008451462,-790948.0,473.78540039999996,102419.0,540.9374389999999,0.76540935
0.247999997,-0.21530188600000003,0.000883102,-790946.0,473.78540039999996,102422.0,540.9375,0.7564750309999999
0.251999996,-0.20221132,-0.001554489,-790944.0,487.51831050000004,102424.0,558.4677734,0.766343653
0.255999996,-0.207013324,0.00038147,-790943.0,484.085083,102426.0,560.9723511,0.782484055
0.259999996,-0.208826497,0.00258255,-790941.0,490.9515381,102428.0,560.9720459,0.795301378
0.263999996,-0.217689589,0.0031385420000000002,-790939.0,494.38476560000004,102431.0,568.4852905,0.797234952
0.267999995,-0.18286277399999998,-0.004384995,-790937.0,504.68444819999996,102433.0,588.5198364,0.8026779890000001
0.271999995,-0.162545979,-0.00856781,-790935.0,504.68444819999996,102435.0,603.5458984,0.780962825
0.275999995,-0.170441702,-0.007390976,-790933.0,504.68444819999996,102438.0,613.5629882999999,0.7534865140000001
