time,cut torque,cut lag error,cut position,cut speed,film position,film speed,film lag error
-0.19199997300000002,-0.114454418,0.00300312,-855806.0,-6.8664550779999995,11127.0,5.008876324,0.318214476
-0.18799997300000001,-0.08161049299999999,-0.003863335,-855806.0,-3.4332275389999998,11127.0,2.504587173,0.318214476
-0.18399997399999998,-0.086573228,-0.0052366259999999994,-855806.0,0.0,11127.0,-2.50428915,0.320218027
-0.17999997399999998,-0.088997804,-0.001116753,-855806.0,0.0,11127.0,0.0,0.320218027
-0.17599997399999998,-0.08508600300000001,-0.001116753,-855806.0,0.0,11127.0,-2.50428915,0.320218027
-0.171999975,-0.079167791,-0.003863335,-855806.0,0.0,11127.0,5.008876324,0.318214476
-0.167999975,-0.100380063,0.00300312,-855806.0,0.0,11127.0,0.0,0.31921631100000003
-0.163999975,-0.105536565,0.000256538,-855806.0,6.8664550779999995,11127.0,2.50428915,0.31921631100000003
-0.159999975,-0.09481471,-0.001116753,-855806.0,3.4332275389999998,11127.0,0.0,0.31921631100000003
-0.15599997599999998,-0.08629096300000001,-0.001116753,-855806.0,0.0,11127.0,2.50428915,0.31921631100000003
-0.151999976,-0.103577986,0.00300312,-855806.0,-10.29968262,11127.0,-2.50428915,0.320218027
-0.147999976,-0.096825235,-0.001116753,-855806.0,-3.4332275389999998,11127.0,0.0,0.320218027
-0.143999976,-0.09021043,-0.001116753,-855806.0,0.0,11127.0,-2.50428915,0.320218027
-0.139999977,-0.094531529,-0.001116753,-855806.0,10.29968262,11127.0,0.0,0.320218027
-0.135999977,-0.087424241,-0.002490044,-855806.0,3.4332275389999998,11127.0,0.0,0.320218027
-0.131999977,-0.101670824,0.000256538,-855806.0,-3.4332275389999998,11127.0,-2.50428915,0.320218027
-0.12799997800000001,-0.088710748,-0.001116753,-855806.0,3.4332275389999998,11127.0,-2.50428915,0.320218027
-0.12399997800000001,-0.106565639,0.000256538,-855806.0,-3.4332275389999998,11127.0,0.0,0.31921631100000003
-0.11999997800000001,-0.094089799,-0.001116753,-855806.0,0.0,11127.0,-2.50428915,0.320218027
-0.115999978,-0.098926924,0.000256538,-855806.0,0.0,11127.0,0.0,0.320218027
-0.111999979,-0.12230364199999999,0.000256538,-855806.0,0.0,11127.0,-2.50428915,0.320218027
-0.10799997900000001,-0.10252854199999999,-0.001116753,-855806.0,0.0,11127.0,0.0,0.31921631100000003
-0.103999979,-0.096914276,0.000256538,-855806.0,-3.4332275389999998,11127.0,0.0,0.320218027
-0.09999998,-0.097782835,-0.001116753,-855806.0,0.0,11127.0,2.50428915,0.31921631100000003
