time,value,sawtooth_signal
0,0.07119401625174127,-1.3306055625440683
1,0.8818594808295181,-0.7790063404058203
2,2.5508292716534067,-0.6038074246205327
3,3.8623839296429723,-0.7581807150052353
4,4.299201492766031,-0.6584851174992841
5,5.570445317812336,-0.6584700813675756
6,6.6444961016304855,-0.18516246333746447
7,7.702056541503708,-0.18137272670700252
8,8.570949605669053,-0.12282895901937044
9,8.907565311531691,-0.16181630111178416
10,9.645418652747088,0.038219096853467756
11,10.097997829390428,0.10623071360580393
12,9.444040849541674,0.3315033989045437
13,10.258929624950571,0.401008055126385
14,10.30702849012625,0.394835096754845
15,9.090673659980407,0.26014420470669364
16,10.037849707899362,0.7856756564436501
17,7.23672573452794,0.5715433705292129
18,8.008443493324249,0.8849590632576246
19,5.578749720125996,0.9262351656931831
20,5.2716040227996235,-1.1539063610516345
21,3.5650873219075323,-0.9303249857319216
22,3.128548802392427,-0.7048844522602093
23,1.2981456996930565,-0.8288352852850708
24,1.012153382167838,-0.6568639943690866
25,1.2778939458397878,-0.528830344275752
26,-1.510061408004879,-0.35743486056380147
27,-3.260321248276179,-0.0761653717367756
28,-3.6782467446082734,-0.19333800466577739
29,-5.812309737589993,-0.1431660998032813
30,-6.773473173240898,0.09690690687940662
31,-7.2742779435529314,-0.14208693322744842
32,-8.355944769296572,0.146029549039071
33,-8.864746700250405,0.21092494005573753
34,-10.199295967335173,0.46656635267558877
35,-9.281105472121943,0.426763158868379
36,-9.533547753838752,0.6629733211937605
37,-9.217912535510962,0.725424268456242
38,-9.405392423700372,0.9937746149490626
39,-10.230597167937386,0.9187751745229179
40,-9.360854505900784,-0.9915116413777781
41,-9.526320653004728,-1.0149744398956269
42,-7.964681187596393,-0.6634613148224872
43,-6.240051113068969,-0.6561194382003783
44,-5.272894384311988,-0.5032859092680431
45,-6.09832776771365,-0.4386948233801235
46,-3.6176649703431614,-0.4562594558703543
47,-2.188552841588352,-0.23855319514908652
48,-0.9269456581200821,-0.34770153092830614
49,-0.11429046224910958,-0.040651745312477915
50,-0.5123509869094999,-0.17938952115248394
51,0.9368320020334635,0.05914550202566363
52,2.8586019666083873,0.2581326839293947
53,5.016411869489167,0.24425113002536014
54,5.118835445821508,0.36593018333755567
55,5.699578367073225,0.439191224481401
56,6.36940359032163,0.5755464479809844
57,7.9178101424790555,0.6775103465311582
58,8.721123678589992,0.7975170308008133
59,8.190685195617034,0.8995514965107592
60,10.082506007569732,-1.0597966491157975
61,9.560530803035556,-0.9828702917057621
62,11.100286239834206,-0.8883711224710338
63,9.783588801702113,-0.4780468153496137
64,9.08369493180714,-0.5655222310047933
65,8.393582387744237,-0.6314992876793473
66,8.090167187312064,-0.37298626577887994
67,8.369878131008921,-0.29778544394978684
68,8.066842137773714,-0.05434498231465379
69,5.478536069046509,-0.24510629978270307
70,5.035936634938337,0.02098580220136104
71,4.284407187900288,0.03241510961964411
72,3.0843659990657932,0.3051746144126327
73,2.4871447212802424,0.4008953959261872
74,0.8646896427961976,0.4213446352573266
