ID,time,mu,sigma,y_true
0,0.0,2.158501060067242,0.0,2.158501060067242
1,0.01,1.1143899807748097,0.013089541382209259,1.1006933055963906
2,0.02,1.9234794539769893,0.026179082764418517,1.8762819470431387
3,0.03,0.7531837089935437,0.039268624146627774,0.7218041106190854
4,0.04,0.47506260928317584,0.052358165528837035,0.5631847525661277
5,0.05,1.3655613379593914,0.06544770691104629,1.3155030571035753
6,0.06,1.1035404809350964,0.07853724829325555,1.151849866173742
7,0.07,1.4862801391885623,0.0916267896754648,1.4872640980809015
8,0.08,1.3447834589509038,0.10471633105767407,1.1202738095947309
9,0.09,0.3806450411202793,0.11780587243988333,0.4707927020343843
10,0.1,2.0416449891221142,0.13089541382209258,1.8121374982675884
11,0.11,0.4762255380180858,0.14398495520430182,0.39842324272346435
12,0.12,1.4628698693253817,0.1570744965865111,1.3332684340093997
13,0.13,1.0830548176702255,0.17016403796872034,1.2432004731838322
14,0.14,0.4745769014540225,0.1832535793509296,0.41920909057534733
15,0.15,0.685035835680407,0.19634312073313887,0.7123956778322638
16,0.16,1.0978756121050897,0.20943266211534814,1.1059946092844213
17,0.17,1.729665881456621,0.22252220349755739,1.878162808954498
18,0.18,2.197083904695219,0.23561174487976666,2.626048419753716
19,0.19,1.2748949555079836,0.2487012862619759,1.3393191490399454
20,0.2,1.2982692469400365,0.26179082764418515,1.0927317368172418
21,0.21,0.4961952510425608,0.2748803690263944,0.8909071983206125
22,0.22,1.9595787150725261,0.28796991040860365,2.365979768773268
23,0.23,1.7121457510653355,0.30105945179081295,1.3161493526807164
24,0.24,1.5842327214290317,0.3141489931730222,2.0772241299596814
25,0.25,0.8551596811023969,0.32723853455523144,1.042055146382236
26,0.26,1.1639546770456106,0.3403280759374407,0.867234563387834
27,0.27,2.125802442236068,0.35341761731964993,2.7891219086307437
28,0.28,0.8241866676522323,0.3665071587018592,0.525352910043964
29,0.29,2.150491404818592,0.3795967000840685,1.7842295307575986
30,0.3,1.7310122367445602,0.39268624146627773,1.2161127577438697
31,0.31,1.2824870643813435,0.405775782848487,1.3491698691685836
32,0.32,2.203322868817353,0.4188653242306963,2.806296631294188
33,0.33,1.3631798264063486,0.4319548656129055,1.09408466878615
