cut torque,cut lag error,cut position,cut speed,film position,film speed,film lag error
0.06537672570906145,0.07179244134277789,-1.159445656716509,-0.7471230523834783,-1.4379537372708497,-1.767883767090779,-2.270857670504725
0.15561143267701746,-0.1004801513811655,-1.159445656716509,-0.744226947022679,-1.4379537372708497,-1.771639753674864,-2.270857670504725
0.14197691918678693,-0.13493466992595418,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.13531569021121417,-0.03157111429158816,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7753961872387363,-2.2558569079791173
0.14606288979080023,-0.03157111429158816,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.16232246064276878,-0.1004801513811655,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.767883767090779,-2.270857670504725
0.10404431185133847,0.07179244134277789,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7753961872387363,-2.2633568437601888
0.08987744699125617,0.0028834042532005217,-1.159445656716509,-0.7355386309402813,-1.4379537372708497,-1.7716402006561516,-2.2633568437601888
0.11933444532741466,-0.03157111429158816,-1.159445656716509,-0.7384347363010805,-1.4379537372708497,-1.7753961872387363,-2.2633568437601888
0.14275240809568893,-0.03157111429158816,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7716402006561516,-2.2633568437601888
0.09525840563546793,0.07179244134277789,-1.159445656716509,-0.7500191577468083,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.11381077133818379,-0.03157111429158816,-1.159445656716509,-0.744226947022679,-1.4379537372708497,-1.7753961872387363,-2.2558569079791173
0.1319841471093552,-0.03157111429158816,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.12011245083540106,-0.03157111429158816,-1.159445656716509,-0.7326425255769512,-1.4379537372708497,-1.7753961872387363,-2.2558569079791173
0.13963886401582545,-0.06602563283637684,-1.159445656716509,-0.7384347363010805,-1.4379537372708497,-1.7753961872387363,-2.2558569079791173
0.10049810229810553,0.0028834042532005217,-1.159445656716509,-0.744226947022679,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.13610434181248876,-0.03157111429158816,-1.159445656716509,-0.7384347363010805,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.0870501907836518,0.0028834042532005217,-1.159445656716509,-0.744226947022679,-1.4379537372708497,-1.7753961872387363,-2.2633568437601888
0.12132605052267824,-0.03157111429158816,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.10803663529772038,0.0028834042532005217,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7753961872387363,-2.2558569079791173
0.043811933207378216,0.0028834042532005217,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7791521738213212,-2.2558569079791173
0.09814162595153188,-0.03157111429158816,-1.159445656716509,-0.7413308416618798,-1.4379537372708497,-1.7753961872387363,-2.2633568437601888
0.11356614197238377,0.0028834042532005217,-1.159445656716509,-0.744226947022679,-1.4379537372708497,-1.7753961872387363,-2.2558569079791173
