time;value;sawtooth_signal
0;-1.9653286537050239;-1.3306055625440683
1;1.13099139842498;-0.7790063404058203
2;2.5008576946618386;-0.6038074246205327
3;3.2680888946350537;-0.7581807150052353
4;4.939194966849346;-0.6584851174992841
5;5.573339883667377;-0.6584700813675756
6;6.169731385758871;-0.18516246333746447
7;7.446394080345265;-0.18137272670700252
8;9.260809834672724;-0.12282895901937044
9;9.660854205857534;-0.16181630111178416
10;9.14994387855513;0.038219096853467756
11;9.862083069868051;0.10623071360580393
12;10.124163543573772;0.3315033989045437
13;10.433082525967576;0.401008055126385
14;9.45439771340023;0.394835096754845
15;8.620291842386958;0.26014420470669364
16;9.224744306176042;0.7856756564436501
17;8.433337465596468;0.5715433705292129
18;7.633396430347311;0.8849590632576246
19;6.144751592147778;0.9262351656931831
20;5.919998695205052;-1.1539063610516345
21;5.39221463994323;-0.9303249857319216
22;2.76325043101631;-0.7048844522602093
23;1.6285499369094283;-0.8288352852850708
24;0.8869455993452406;-0.6568639943690866
25;-0.31320651822113926;-0.528830344275752
26;-1.888504732436924;-0.35743486056380147
27;-2.5141339142554786;-0.0761653717367756
28;-5.3921300423963405;-0.19333800466577739
29;-5.51032065575991;-0.1431660998032813
30;-6.365137862677113;0.09690690687940662
31;-6.845549203795141;-0.14208693322744842
32;-8.131684744990542;0.146029549039071
33;-8.516187125651852;0.21092494005573753
34;-10.090610152354307;0.46656635267558877
35;-10.057036972030703;0.426763158868379
36;-9.75411975855606;0.6629733211937605
37;-9.707626083379955;0.725424268456242
38;-8.899224681727619;0.9937746149490626
39;-9.547950079889306;0.9187751745229179
40;-8.78359339667521;-0.9915116413777781
41;-8.6615263769473;-1.0149744398956269
42;-7.802860788690217;-0.6634613148224872
43;-7.3937719035341605;-0.6561194382003783
44;-5.893444684738997;-0.5032859092680431
45;-5.65178076105935;-0.4386948233801235
46;-3.592440716087435;-0.4562594558703543
47;-2.487389383301399;-0.23855319514908652
48;-1.8093589062702653;-0.34770153092830614
49;-0.4137143116499401;-0.040651745312477915
50;0.16476602405490204;-0.17938952115248394
51;1.6142450162529904;0.05914550202566363
52;2.710937744842138;0.2581326839293947
53;2.9961240355972603;0.24425113002536014
54;5.037187668228525;0.36593018333755567
55;5.9633566752526015;0.439191224481401
56;7.60871014056031;0.5755464479809844
57;6.901983288339783;0.6775103465311582
58;9.195138093950238;0.7975170308008133
59;8.341537179188126;0.8995514965107592
60;9.78516828395776;-1.0597966491157975
61;10.25975619411713;-0.9828702917057621
62;10.075407167640336;-0.8883711224710338
63;10.368257881417065;-0.4780468153496137
64;9.393579936599062;-0.5655222310047933
65;9.008778388311875;-0.6314992876793473
66;8.751129595223349;-0.37298626577887994
67;8.826034189983341;-0.29778544394978684
68;6.7214150144392955;-0.05434498231465379
69;5.604109975662235;-0.24510629978270307
70;5.327853427061214;0.02098580220136104
71;4.452422479481188;0.03241510961964411
72;3.1489967794982605;0.3051746144126327
73;2.8362399243505756;0.4008953959261872
74;0.5437806234221757;0.4213446352573266
75;-0.8427299255419387;0.6226525979336541
76;-2.608601667668558;0.43200489890375515
77;-2.769567967575785;0.7580893516863689
78;-3.9468907098177963;0.8752065835225488
79;-4.856659530271777;0.7491415519526545
80;-6.178784313388831;-0.9534811523942722
81;-7.049187578242084;-0.8495632313659284
82;-7.766887408689741;-0.9761039481374659
83;-9.473730115001672;-0.6638700120037655
84;-8.793685099634441;-0.7118859015237347
85;-9.60360633569213;-0.34007053491473016
86;-11.572762355425747;-0.46213553163607335
87;-9.46880520531015;-0.3703737834633243
88;-10.6361949398256;-0.11580986082343474
89;-8.830265349158326;-0.234925570239209
90;-8.92703852206059;0.09786554477418696
91;-8.535403390972858;0.017666500468650315
92;-8.065107240258424;0.11259187111842861
93;-7.419665662011365;0.33964455221691237
94;-6.436350963089353;0.39485617630025127
95;-4.86155503120114;0.5340426144562426
96;-2.6784021772278077;0.7134191344974237
97;-2.5443643054752374;0.6977627470157604
98;-1.332916932402272;0.6338926851953027
99;-1.3065167593133653;1.0770297109626308
100;0.30326624258880885;-1.1784610898477546
101;2.355659011973735;-0.7126791204787166
102;2.1940040811873818;-0.8663591395246952
103;4.281254960151377;-0.7412944412489217
104;5.001032812339383;-0.48630822287521636
105;5.363487379577627;-0.4622694744888381
106;7.109807343190196;-0.300154574081785
107;7.316023996707446;-0.1967706976973112
108;10.18442294316375;-0.20115218876938185
109;9.586186109922261;-0.259670820034439
110;9.833254926987735;-0.060749436476945896
111;8.742719498761808;-0.11316060132737965
112;9.996788649845131;0.3580399787947316
113;8.47620380237673;0.2853487123234635
114;9.772999574523745;0.3809934727116595
115;11.031083666434434;0.6271594601755716
116;9.472886232351389;0.5707561439301674
117;7.674392257898612;0.7456241612717813
118;6.202790901983168;0.8843027409760016
119;6.805064449113458;0.9748459854015724
120;5.072440683403635;-1.0841133408347763
121;4.9696732872121565;-0.835768858128365
122;3.5406661386520835;-0.8043878338791743
123;2.1224593502200126;-0.8962936998373902
124;0.7163090039143336;-0.5841318486119018
125;-0.744917701565808;-0.5444863339776529
126;-2.412142702147534;-0.16196148296308577
127;-3.012024216714454;-0.3139515667138619
128;-4.071049662094961;-0.27348439834183336
129;-5.543970539470361;-0.10479041313216858
130;-5.8402934077211475;0.01381125382904151
131;-6.2054981678647145;0.09878460498257806
132;-8.106131777992676;0.1719554683233249
133;-9.220818710326148;0.3340499128446116
134;-9.374709660671234;0.4168914628745299
135;-9.601452927898873;0.5049054496119592
136;-10.68123780999981;0.5018573196207601
137;-10.559957035704308;0.46207802975302886
138;-9.816312348555202;0.7523189536289884
139;-9.884264996491153;0.9862089248763243
140;-9.01523272384353;-1.058876553365939
141;-7.820471240528456;-0.9751093080491329
142;-6.309876994783263;-0.73158587971667
143;-6.3614567906752635;-0.6495342718583179
144;-6.245818255793625;-0.5395843941261436
145;-4.9617094602800815;-0.3724401185459604
