time;value
0;-0.45543772058407667
1;1.5761063322326772
2;1.1821432145820072
3;1.1613742733246322
4;2.464878667909544
5;4.082090782008823
6;2.8705868871876463
7;4.302923997227996
8;3.4654168685858595
9;5.9748425362494855
10;5.633860232377967
11;5.016241053508285
12;6.516904052477611
13;7.426785437302636
14;8.768550956026155
15;7.607340908247066
16;9.373143631613507
17;7.710857746434607
18;8.924575071021952
19;8.21267090871008
20;8.46418756350327
21;9.367963409943814
22;9.698681743665688
23;10.25491300060211
24;10.005048375843328
25;10.590217626378209
26;9.237590971457115
27;9.91812886978913
28;9.106044928520486
29;7.991605319519845
30;9.70305432915724
31;7.84500604756649
32;8.112378629165653
33;9.213661352940147
34;7.137567942049349
35;7.98618826462495
36;5.974304320131473
37;8.050192908130006
38;8.74366522669279
39;4.508711378851796
40;4.141368035141368
41;5.544304510844493
42;3.5129094595560653
43;3.064145721068323
44;4.504664186554206
45;2.5638460403975833
46;1.350506385148365
47;2.2907114363619194
48;1.350003137040212
49;0.8890503925264233
50;0.3677484408827867
51;-1.1002016119979674
52;-2.2669558488009836
53;-2.580773187929264
54;-3.275807173790877
55;-2.623571349314432
56;-4.604122088311156
57;-4.7889552965636755
58;-3.5604358201257496
59;-5.339766474554236
60;-5.746430117420047
61;-6.9820426536223215
62;-6.92400493105914
63;-7.389125399414653
64;-7.368280352189102
65;-7.556435911199316
66;-8.752103434424345
67;-11.882789087248984
68;-8.872721293620646
69;-8.990536908947579
70;-10.932759193317773
71;-8.949026777370387
72;-9.954044177767468
73;-11.249309779117489
74;-11.032693221747458
75;-8.609419097707407
76;-9.561701308231765
77;-8.859447216622813
78;-9.541044117334536
79;-9.27663823060142
80;-9.521137895410654
81;-9.292770651646528
82;-9.764186412771895
83;-6.2853691899141495
84;-8.24383808395217
85;-7.821679309131586
86;-8.225750586161698
87;-7.829828042402992
88;-6.227941978531338
89;-5.942349160898349
90;-4.736673118321044
91;-5.909086198410096
92;-4.719396684753014
93;-3.7721304642390683
94;-5.042021825148091
95;-2.5615435182911974
96;-1.0436287734666987
97;-2.094343388990535
98;1.4141557554712532
99;1.1650080480763372
100;2.3383536083992293
101;-0.654677135161104
102;1.1820757170479939
103;1.9923053195769083
104;3.175368012176409
105;2.5511488541402723
106;4.952062115887069
107;5.153284474949388
108;4.692140867148244
109;4.751440374545335
110;5.763958583946543
111;6.319299113674504
112;5.295898044542842
113;7.285575731504552
114;8.316076298187781
115;10.540836968011003
116;8.708758480969067
117;8.641021541603298
118;7.4723734869694685
119;9.057406756187612
120;8.481201401939007
121;11.01713211997372
122;9.167492052521233
123;11.089692928917453
124;11.22175701165814
125;10.443418266515089
126;9.658394507492284
127;10.319281939589185
128;8.447704452048175
129;7.847365414573322
130;10.150314802600676
131;8.76899054569784
132;7.461361145208682
133;6.829992782672981
134;8.216255075098518
135;7.722850533226046
136;8.516166201878745
137;6.473802532399974
138;5.396158423771649
139;8.420312833304024
140;5.836129354941485
141;4.980647950956975
142;4.6584903176922445
143;4.408188594205217
144;5.55928231157179
145;3.2758439136761734
146;3.0164083270359665
147;0.22202864834274716
148;1.6622648020094868
149;1.6184421354849532
150;0.1834997546936572
151;-2.1731704698908128
152;-1.319212771239513
153;-1.817959520364436
154;-2.4666328342924286
155;-4.26840502763793
156;-4.855784993136397
157;-4.252947542815768
158;-5.366980339059975
159;-4.902138218505493
160;-7.914780321823496
161;-7.683222250073886
162;-7.612715029911244
163;-6.43789096267329
164;-8.962308149857357
165;-6.627416495611579
166;-9.611878013115533
167;-7.6057060943828
168;-7.7840572083145645
169;-10.113718559937706
170;-10.400930752309977
