timestamp, cut torque, cut lag error, cut position, cut speed, film position, film speed, film lag error,sine
0.0040000140000000005,-0.295927733,1.52588e-05,-884605,41.19873047,11128,35.06079102,0.466406077,0.5158792150109368
0.008000013,-0.283251077,-0.0064678190000000005,-884605,48.06518555,11128,32.55635452,0.491568953,0.9474399627689988
0.012000013,-0.308639169,0.000106812,-884605,44.63195801,11128,40.06951904,0.519276142,2.4302861274562644
0.016000013,-0.331371695,0.004386902,-884604,51.49841309,11129,45.07809829999999,0.545538247,3.979169035744919
0.020000012,-0.346760869,0.004062653,-884604,65.23132324,11129,52.59111404,0.5613313910000001,4.87796141305255
0.024000012,-0.297285587,-0.014618874,-884604,72.09777832,11129,57.59984207,0.574633896,6.04484408168454
0.028000012,-0.25079402300000003,-0.026511192000000003,-884604,72.09777832,11129,65.112854,0.582380891,6.63824104674354
0.032000012,-0.258219004,-0.019742966,-884603,75.53100586,11130,77.63445282,0.5844841,7.392772605449051
0.036000011,-0.279805392,-0.005794525,-884603,82.39746094,11130,80.13887787,0.591848671,8.635115563739308
0.040000011,-0.295902312,-0.003475189,-884603,89.26391602,11130,87.65190125,0.593313992,9.43937816145011
0.044000011,-0.286723763,-0.006193161,-884602,99.56359863,11131,92.66062927,0.589717209,10.20697471463731
0.048000011,-0.264879078,-0.013540268,-884602,102.9968262,11131,102.6779327,0.589879751,9.429801822780165
0.05200001,-0.25358429600000004,-0.012527466,-884601,106.4300537,11131,107.68666840000002,0.603598058,9.766696307359956
0.05600001,-0.27571848,-0.003904343,-884601,120.1629639,11132,112.6952209,0.609592259,10.05428300221894
0.06000001,-0.296162695,0.007684708,-884600,123.5961914,11132,125.2169876,0.616604388,9.835441695501082
0.06400000900000001,-0.269224346,-0.003698349,-884600,140.7623291,11133,127.7212601,0.633351326,9.923180806166444
0.068000009,-0.246561781,-0.011353493,-884599,151.0620117,11133,132.7299957,0.648486972,8.557671203837282
0.072000009,-0.248403162,-0.007815361,-884599,144.19555659999997,11134,137.7385712,0.664668322,8.168541748858695
0.07600000900000001,-0.250797629,0.000413895,-884598,161.3616943,11134,155.2689819,0.6805141570000001,6.688524638722387
0.080000008,-0.272754997,0.002934456,-884598,168.2281494,11135,157.7734833,0.6906111840000001,6.868166829736209
0.084000008,-0.282723308,-0.000130653,-884597,171.66137700000004,11136,175.3038025,0.6905196309999999,5.597363224146731
0.088000008,-0.238962159,-0.010957718,-884596,188.8275146,11136,180.3124695,0.690805674,3.756367260510837
0.092000008,-0.218018532,-0.0088377,-884595,188.8275146,11137,187.8254089,0.6869765520000001,3.754432650492377
0.096000007,-0.226540133,-0.003054619,-884595,192.2607422,11138,197.8428497,0.681527615,1.491814358388495
0.100000007,-0.25776034600000003,0.00144577,-884594,205.9936523,11139,207.8601532,0.67491883,0.4396934688451425
0.104000007,-0.236500859,-0.000968933,-884593,219.7265625,11140,210.36441040000003,0.6736127140000001,-0.4740474416778735
0.108000006,-0.223333225,-0.004275322,-884592,223.15979,11141,227.8950806,0.678008378,-1.713607425935936
0.112000006,-0.210513562,-0.014120102,-884591,236.8927002,11141,237.9121552,0.684490383,-3.330660561407248
0.116000006,-0.216340438,-0.0013751979999999998,-884590,240.3259277,11142,245.42517090000004,0.689417541,-4.044320260454432
0.120000006,-0.264610112,0.010669708,-884589,240.3259277,11143,252.9381866,0.690105915,-5.199931851975284
0.124000005,-0.260528088,0.005581856,-884588,257.4920654,11144,260.451355,0.698895872,-6.598614728900328
0.128000005,-0.21841079,-0.001490593,-884587,260.925293,11145,267.9642944,0.717056453,-7.4207168476511685
0.132000005,-0.228137359,-0.000681877,-884586,264.3585205,11147,280.4861755,0.7368343470000001,-7.864989249592155
0.136000004,-0.224815711,0.000720978,-884585,281.5246582,11148,293.0077515000001,0.758464873,-8.84117607812805
0.140000004,-0.239501715,0.004107475,-884584,288.3911133,11149,303.0252075,0.778127551,-9.366059256926961
0.144000004,-0.249801427,0.005365371999999999,-884583,305.55725099999995,11150,310.5380859,0.791997671,-9.691577146373964
0.148000004,-0.241252244,0.004493713,-884581,312.4237061,11151,318.051178,0.80123359,-10.57637269276777
0.152000003,-0.255569398,0.0024156570000000003,-884580,319.2901611,11153,328.0683899,0.814956784,-9.967294770800198
0.156000003,-0.26533553,0.004610062,-884579,333.0230713,11154,335.5814209,0.831276298,-9.08307427218725
0.160000003,-0.288023651,0.013578415,-884578,329.5898438,11155,353.11184689999993,0.846237302,-9.40032406531978
0.164000003,-0.301878005,0.011219025,-884576,336.4562988,11157,360.6249084,0.856885731,-9.456432530571346
0.16800000199999998,-0.292653024,0.006666183000000001,-884575,343.3227539,11158,373.1465149,0.85924083,-8.965530113002343
0.172000002,-0.280380368,-0.004241943,-884573,353.62243650000005,11160,383.1639404,0.849266827,-7.680042566213125
0.176000002,-0.286557078,-0.001180649,-884572,363.9221191,11161,400.69458010000005,0.836954236,-6.675306199333707
0.18000000100000002,-0.31351006,0.005527496,-884571,370.7885742,11163,408.207428,0.823252141,-5.759959399233862
0.184000001,-0.299281448,0.006202698,-884569,374.2218018,11165,415.7204895,0.7990356679999999,-5.489608472914016
0.18800000100000006,-0.279348403,-0.006743430999999999,-884568,394.821167,11166,420.7289124,0.787239075,-3.635714953244859
0.192000001,-0.272787422,-0.006139755,-884566,394.821167,11168,430.7466431,0.784726083,-2.6299341706594945
0.196,-0.28695336,-0.002111435,-884564,391.3879395,11170,435.755188,0.7983191609999999,-1.103799448975738
0.2,-0.28676635,0.00069809,-884563,408.5540771,11172,448.27706910000006,0.8158247470000001,0.1415655220081745
0.204,-0.24804537,-0.013549805,-884561,418.8537598,11173,453.2852478,0.832992136,0.010046634495020374
0.208,-0.224425226,-0.013372421,-884559,429.1534424,11175,473.3201599,0.8415709140000001,1.6858551157784811
0.211999999,-0.25635072600000003,-0.005216599000000001,-884558,422.2869873,11177,480.8333435,0.848311603,3.105382806513713
0.215999999,-0.226325065,-0.01433754,-884556,439.453125,11179,490.850769,0.859901905,4.674676816645759
0.219999999,-0.224986374,-0.005773544,-884554,449.7528076,11181,503.3722229,0.8499819040000001,4.922759673874534
0.223999998,-0.222748637,-0.002035141,-884552,449.7528076,11183,518.3982543999998,0.8192130329999999,5.776222694466831
0.227999998,-0.223058581,0.001621246,-884551,460.0524902,11185,525.911438,0.7822162509999999,6.854088905505015
0.231999998,-0.189884633,-0.013196945,-884549,463.4857178,11187,533.4243164,0.767648518,7.607760940360392
0.235999998,-0.189363018,-0.00487709,-884547,460.0524902,11189,525.911438,0.7740893959999999,8.776191683763605
