time;value
0;0.43410802370354046
1;0.4010838993053847
2;3.049120166405007
3;3.9931117242449767
4;4.9064277676440975
5;4.367713326063907
6;7.355976967795718
7;6.702463072122168
8;8.359313900034548
9;8.803813810437886
10;10.835658991502568
11;10.0983839524049
12;10.30673286098654
13;10.661180541142441
14;9.554166006128636
15;9.205875628945112
16;9.307900785528014
17;9.866268899228274
18;6.47248401689585
19;6.279190334028411
20;6.327761697192295
21;4.803650526300443
22;2.530634688775935
23;1.1518144359296896
24;0.9058993872198524
25;-0.6405123321627172
26;-2.050262621472818
27;-2.6191276486490573
28;-4.376021232224441
29;-5.855609907798479
30;-5.808621545891611
31;-7.8155193812079675
32;-7.969310322505311
33;-9.621068420161064
34;-9.04067320597911
35;-9.367243928422223
36;-9.694795619401386
37;-10.385210551923965
38;-9.230736204467492
39;-8.951016954062865
40;-9.49728325476437
41;-7.448531065175985
42;-8.096397881986071
43;-6.592230816137432
44;-5.745976769778863
45;-4.485506298206527
46;-3.6469039317736596
47;-2.4158677809119147
48;-0.8843216404814523
49;0.4684179109265083
50;0.10129105174364077
51;1.7393803994315191
52;2.786008471060064
53;3.3400782125957926
54;4.282009434178757
55;4.792259162697794
56;7.420887699209727
57;7.517838825863017
58;8.815398891825703
59;9.030551547769022
60;9.19440234174168
61;9.79301025530691
62;10.084989725367105
63;10.524601720546869
64;10.800812482393054
65;8.358147071273846
66;9.816440229229046
67;8.142941347572597
68;6.6960531942265895
69;6.352859324733819
70;5.33532969587479
71;4.769608144869838
72;3.1727922512038105
73;1.4901865963824505
74;-0.6752032750930195
75;-0.7340991627616703
76;-1.7651158851894553
77;-2.9497159342548245
78;-4.515202666122024
79;-5.759921530845793
80;-6.007517185525493
81;-8.112110596142603
82;-8.514780116829733
83;-9.580380699011641
84;-9.501760534904927
85;-10.028663625279846
86;-9.843363346152294
87;-9.4711963611939
88;-10.13814114577005
89;-7.785927631720934
90;-9.43173521534364
91;-9.502286771922327
92;-8.25828783116675
93;-7.10435058811165
94;-6.249083175947525
95;-5.691282121837677
96;-3.168662114805226
97;-1.3991720959884206
98;-1.750730352389613
99;0.10033767608151863
100;0.06354817267031239
101;0.5483123497740338
102;1.8139067112542744
103;4.063379045164217
104;4.505766682399951
105;5.310336895029334
106;6.821126505700069
107;7.010984909392053
108;9.08834427221345
109;9.390006480631056
110;9.419077263270314
111;9.331526580910905
112;11.181516910988183
113;10.439360160613957
114;10.516055054381972
115;9.601589129801352
116;8.939038707404727
117;7.873590009550567
118;7.917180141733291
119;6.305545500839855
120;5.569687997084173
121;3.69802465740481
122;4.031847813092898
123;0.2437318221532625
124;0.02837565241318829
125;-0.465301446392725
