ID,sine_signal,sawtooth_signal
0,-0.48317247645138944,-0.8759154988712381
1,0.8989429310514128,-0.8796031556928714
2,2.3389211815186597,-0.871176022276771
3,3.6520488024961772,-0.6907168903307601
4,5.213055127947341,-0.3523754735980881
5,6.000205310378381,-0.6362188559068092
6,7.001187945946503,-0.5497586110644211
7,7.331082095716579,-0.3056014179485115
8,8.710954176159333,-0.3329395241263766
9,9.567123142110368,-0.15735800602877084
10,9.345174871115796,0.04664456336372908
11,10.322693148151217,0.2901673901570331
12,9.818219601318972,0.26772167672139496
13,9.830915858057253,0.3568628490346696
14,10.099736973045339,0.4903614594691805
15,9.245170794861574,0.5354085799061096
16,8.93962338298853,0.6079344583886053
17,7.810711999707243,0.7278462260148643
18,7.506735477167846,0.6256735950682228
19,6.461836909381954,0.838961304423039
20,5.399494726350362,-0.8475186736896858
21,4.045298804593933,-0.9780484078853153
22,3.678593763368775,-0.9423134434348287
23,1.759545076113041,-0.6432095458918601
24,1.0327127589062037,-0.5709762378667669
25,-0.32683198610528197,-0.276684513136279
26,-1.6251920058424472,-0.20216460978051784
27,-2.7273277842495327,-0.3031567267324363
28,-3.7336871494165558,-0.22320861872804668
29,-5.321631184182678,-0.1775276427249519
30,-6.98727774145338,-0.1017850159049663
31,-7.401115389291374,-0.19012812060730966
32,-8.169891971045276,0.12633523496574328
33,-9.530739709538432,0.2519980629890859
34,-9.408280301554923,0.42497763791997634
35,-9.721190416407943,0.5099946608919124
36,-10.219436742786076,0.7893573125822152
37,-11.030462888276553,0.7051650807890512
38,-10.670119116023496,0.8949821306828557
39,-8.92033007800902,0.8508623678298494
40,-8.262949576538825,-0.9708952706487861
41,-8.26225528546956,-0.7957988719484697
42,-7.972332727825843,-0.859452712235051
43,-6.605568658234018,-0.7792003092074278
44,-6.0575039949868685,-0.4683256191691044
45,-4.60767246121326,-0.5534328701451167
46,-4.010735988962741,-0.3441856083738787
47,-2.5400455475059647,-0.4737548321807132
48,-1.1004962452023896,-0.20423173959788296
49,0.42690597449217094,-0.10058821827325626
50,-0.5004314752265948,0.007484812854645318
51,0.5205728670790244,0.09261584824845233
52,2.407948610570699,0.21931864368522108
53,4.033041323178291,0.26066292721836126
54,5.354887338058036,0.3440148603777812
55,5.96365880700288,0.32399842853249694
56,7.09628642712374,0.42560321117596933
57,8.101694951479748,0.4824292523883771
58,8.620189889342827,0.9153850531103304
59,8.790697724769325,0.8308688498970697
60,9.290521385032603,-0.9205190362826221
61,10.617828448881584,-1.0348784862587899
62,9.919319841856069,-0.7994696839422765
63,10.215863181435354,-0.6723431988107452
64,9.514027947430364,-0.8293209483610537
65,8.639366850681116,-0.48748098448516486
66,9.21118015054991,-0.3213122426569961
67,7.725123045873774,-0.4316124119231506
68,7.437406180135266,-0.22767937475523264
69,6.215621868429612,-0.2342399551607462
70,5.18278359074613,-0.13429499527402633
71,3.934407816433965,0.12517465027698133
72,3.5257460857213037,0.20086079184538705
73,2.375751579250111,0.3229808230797093
74,0.5613126993548023,0.44030549230641275
75,-1.2669825620928206,0.4443067762958749
76,-1.9481606507751903,0.5263754423022148
77,-2.0868014349060005,0.8986190840440373
