ID,sine_signal,sawtooth_signal,anomaly
0,-0.5747271682005166,-1.0898627061071773,0
1,2.6939573573605404,-0.7814936697360213,0
2,2.4360294548367643,-0.7080301263803488,0
3,3.3694930835297403,-0.5950212733898843,0
4,4.311923653491235,-0.6258444871856434,0
5,5.555912146405707,-0.36446823081104845,0
6,7.067857005775807,-0.3175154944145552,0
7,8.115735752248145,-0.385536948293935,0
8,9.35285341144673,-0.12259847181001676,0
9,8.316647827602328,-0.09068713466062334,0
10,10.513618102868541,-0.13440433027558926,0
11,9.844515612480723,-0.00039143222927606747,0
12,9.625270422232733,0.06830761414721032,0
13,9.044025314120361,0.3953236118906931,0
14,9.149344873941622,0.45733412419932645,0
15,9.90979699328863,0.4328050956897067,0
16,8.760319136290493,0.5236555293025338,0
17,8.446782122858226,0.5967105455880751,0
18,6.866438396046779,0.7409194037146056,0
19,6.52275550040268,0.8783690648504586,0
20,5.230314537458197,-0.907068522235483,0
21,3.5881647176619147,-0.8485182288719341,0
22,2.865491465993165,-0.49655483581379734,0
23,2.175334058058862,-0.7337745285391158,0
24,0.8277684372516726,-0.6810437314863385,0
25,-0.6441028515726056,-0.6217635386991819,0
26,-1.7334206799305685,-0.24193340630696422,0
27,-3.271229243159742,-0.2920455605343977,0
28,-4.097770031617247,-0.1249985367566324,0
29,-6.553845096852118,0.013926586639229355,0
30,-6.797613968041379,-0.19983677794864665,0
31,-7.7321917798274455,0.11951471073161127,0
32,-8.382077601875656,0.22171845727960843,0
33,-7.806880696793487,0.1698486204074147,0
34,-9.348878801214088,0.35056664498715084,0
35,-9.378657487574081,0.486206303553645,0
36,-8.96197980273185,0.5714274441230623,0
37,-9.770732057315596,0.4935022580570213,0
38,-10.389072406512282,0.9198137903915486,0
39,-8.261035156554437,0.9362343729892983,0
40,-9.536742656946371,-0.849985152708181,0
41,-8.48785122442028,-0.8790938591969568,0
42,-6.940888064361987,-0.8838446344721879,0
43,-8.007195715262515,-0.6545255630077261,0
44,-5.562216412094086,-0.6591290846965523,0
45,-4.2875686333044944,-0.45833643229367316,0
46,-3.6996061353690983,-0.47245956816806983,0
47,-3.0947533966474685,-0.2959740628086014,0
48,-1.0355456064854582,-0.2666158242759442,0
49,-0.003509027990431872,-0.11783841186121019,0
50,-0.3992314834628622,0.10027884115201674,0
51,1.1858940668404432,0.06482254645300253,0
52,2.9453072549408224,0.18210097775539183,0
53,3.0700780608882425,0.4722622708246129,0
54,5.395490788705048,0.4640807241611146,0
55,6.608408457333979,0.5161664438363385,0
56,7.0799061603218645,0.5726582845142981,0
57,7.70156295912883,0.6694131667814267,0
58,8.548470940940774,0.8454807133357068,0
59,8.909762875948717,0.8879520417346106,0
60,9.96038072485959,-1.0305677115555008,0
61,9.817434758323921,-0.8131799438988137,0
62,10.389884604671082,-0.7775603016322521,0
63,10.392743679945172,-0.6571863914056144,0
64,8.63533583254099,-0.6199035426742596,0
65,9.046400820932616,-0.6252643371609726,0
66,8.751734387734057,-0.5419633831366626,0
67,9.570856023203042,-0.22679719615204608,0
68,7.598273078407923,-0.20387962098027254,0
69,7.017413183615296,-0.21567527682519982,0
70,5.583838964932466,-0.04133209322038839,0
71,4.315866076182001,0.08656043064337557,0
72,2.881357331752557,0.25414161486407016,0
73,1.4670777895841696,0.5052763680430516,0
74,0.8936792438184701,0.309053829412903,0
75,-0.14818303240888736,0.41803024727557475,0
76,-2.8359666018864296,0.5595434249710265,0
77,-2.159595718126405,0.7196485292778974,0
78,-5.116689242693269,0.8400192495105171,0
79,-5.566443119499022,0.961440967396106,0
80,-6.10360021673878,-0.9847249008626443,0
81,-7.552665869786101,-0.892704437706809,0
82,-8.311679960898756,-0.9746819981008688,0
83,-9.62561086150966,-0.7857797255164876,0
84,-9.9559424409453,-0.6950736527775001,0
85,-9.952214971900279,-0.3506339038429921,0
86,-10.926932290634735,-0.350297947977068,0
87,-9.149553215518516,-0.3301100919711205,0
88,-10.586963214024392,-0.16930744230838282,0
89,-9.677592072823732,-0.21225860884303052,0
90,-8.909288919990413,0.13372559989602736,0
91,-7.78497196213934,0.131171435822735,0
92,-8.073483789031558,0.431164871480474,0
93,-5.461305296554585,0.33848951604827543,0
94,-5.976534494988842,0.5129552317383934,0
95,-6.3287104227018816,0.5085369909878227,0
96,-3.7506957425733662,0.6893998807601276,0
97,-2.9109470876584367,0.8155499889531448,0
98,-1.2900225120378015,0.8468766301537759,0
99,-0.43359643140931603,0.7084769626652526,0
100,0.9075855595609291,-0.9167304952602311,0
101,0.9262149969986595,-0.9823257388216987,0
102,2.6535616841897185,-0.7685759540503101,0
103,2.683674796075316,-0.727917531648378,0
104,4.614691560178652,-0.4041619195388864,0
105,5.501844189679604,-0.6084699799706417,0
106,7.265591128792678,-0.48993362790784406,0
107,8.787535996437281,-0.2685661239309312,0
108,8.755678522512488,-0.24279939497855588,0
109,8.95688461516386,-0.2047912158290384,0
110,9.141033397111661,0.12086949708439934,0
111,8.94868743617252,0.055583126721705234,0
112,10.64387847869091,0.19109155221791344,0
113,9.365106068973361,0.3194163581157101,0
114,9.617017620220071,0.2907799383353098,0
115,8.430091521887654,0.6256337467149296,0
116,8.395174807244027,0.5957379899984665,0
117,7.787023321693134,0.7756532644300853,0
118,8.117411047253649,0.8379473973024913,0
119,6.887503307686081,0.9101973299429498,0
120,5.2791441864397,-0.9247716818156738,0
121,3.8280904805352747,-0.9057408724026186,0
122,3.1295346712985177,-0.7218011990149201,0
123,1.7156262640007522,-0.634273767242334,0
124,1.1414072468094636,-0.6667083548363303,0
125,-0.15781343726376296,-0.5486646774184867,0
126,-2.367692385263126,-0.33012974180055654,0
127,-3.4481829329440483,-0.30932478995525575,0
128,-4.339558374462998,-0.2646942289173351,0
129,-4.969938625265745,0.023118648729494082,0
130,-6.635259365470421,0.08637047683238464,0
131,-8.128329013589848,0.061923190555413204,0
132,-7.883328645026311,0.20039798125406347,0
133,-8.894887897196117,0.2730877312104905,0
134,-9.475036909434701,0.3684228453705022,0
135,-10.847068505734596,0.6445259183262966,0
136,-9.215883472848379,0.518109674721619,0
137,-10.401492023928558,0.6171970852436902,0
138,-9.379262750929424,0.8285325544605318,0
139,-9.975614632125595,0.7838358279138425,0
