timestamp, cut torque, cut lag error, cut position, cut speed, film position, film speed, film lag error
0.008000013,-0.283251077,-0.0064678190000000005,0.0,48.06518555,11128,32.55635452,0.491568953
0.012000013,-0.308639169,0.000106812,0.0,44.63195801,11128,40.06951904,0.519276142
0.016000013,-0.331371695,0.004386902,1.0,51.49841309,11129,45.07809829999999,0.545538247
0.020000012,-0.34676086899999997,0.004062653,0.0,65.23132324,11129,52.59111404,0.5613313910000001
0.024000012,-0.297285587,-0.014618873999999999,0.0,72.09777832,11129,57.59984207,0.574633896
0.028000012,-0.25079402300000003,-0.026511192000000003,0.0,72.09777832,11129,65.112854,0.582380891
0.032000012,-0.258219004,-0.019742966,1.0,75.53100586,11130,77.63445282,0.5844841
0.036000011,-0.279805392,-0.005794525,0.0,82.39746094,11130,80.13887787,0.591848671
0.040000011,-0.295902312,-0.003475189,0.0,89.26391602,11130,87.65190125,0.593313992
0.044000011,-0.286723763,-0.006193161,1.0,99.56359863,11131,92.66062927,0.589717209
0.048000010999999995,-0.264879078,-0.013540268000000001,0.0,102.9968262,11131,102.6779327,0.589879751
0.05200001,-0.25358429600000004,-0.012527466000000001,1.0,106.4300537,11131,107.68666840000002,0.603598058
0.05600001,-0.27571848,-0.003904343,0.0,120.1629639,11132,112.69522090000001,0.609592259
0.06000001,-0.296162695,0.007684708,1.0,123.59619140000001,11132,125.2169876,0.616604388
0.06400000900000001,-0.269224346,-0.003698349,0.0,140.7623291,11133,127.72126010000001,0.633351326
0.068000009,-0.246561781,-0.011353493000000001,1.0,151.0620117,11133,132.7299957,0.648486972
0.072000009,-0.24840316199999998,-0.007815361,0.0,144.19555659999997,11134,137.7385712,0.664668322
0.07600000900000001,-0.25079762899999997,0.000413895,1.0,161.3616943,11134,155.2689819,0.6805141570000001
0.080000008,-0.272754997,0.002934456,0.0,168.2281494,11135,157.7734833,0.6906111840000001
0.084000008,-0.282723308,-0.000130653,1.0,171.66137700000004,11136,175.3038025,0.6905196309999999
0.088000008,-0.23896215899999998,-0.010957718,1.0,188.8275146,11136,180.31246950000002,0.690805674
0.09200000800000001,-0.218018532,-0.0088377,1.0,188.8275146,11137,187.8254089,0.6869765520000001
0.096000007,-0.226540133,-0.003054619,0.0,192.26074219999998,11138,197.8428497,0.681527615
0.10000000699999999,-0.25776034600000003,0.00144577,1.0,205.9936523,11139,207.86015319999998,0.67491883
0.10400000699999999,-0.23650085899999998,-0.0009689330000000001,1.0,219.7265625,11140,210.36441040000003,0.6736127140000001
0.108000006,-0.223333225,-0.004275322,1.0,223.15979,11141,227.8950806,0.678008378
0.112000006,-0.210513562,-0.014120101999999999,1.0,236.89270019999998,11141,237.91215519999997,0.684490383
0.116000006,-0.216340438,-0.0013751979999999998,1.0,240.32592769999997,11142,245.42517090000004,0.689417541
0.12000000599999999,-0.264610112,0.010669708,1.0,240.32592769999997,11143,252.9381866,0.690105915
0.124000005,-0.260528088,0.005581856,1.0,257.4920654,11144,260.451355,0.698895872
0.128000005,-0.21841079,-0.001490593,1.0,260.925293,11145,267.9642944,0.717056453
0.132000005,-0.22813735899999998,-0.000681877,1.0,264.3585205,11147,280.4861755,0.7368343470000001
0.136000004,-0.224815711,0.000720978,1.0,281.5246582,11148,293.0077515000001,0.758464873
0.140000004,-0.239501715,0.004107475,1.0,288.3911133,11149,303.0252075,0.778127551
0.14400000400000001,-0.249801427,0.005365371999999999,1.0,305.55725099999995,11150,310.5380859,0.791997671
0.148000004,-0.24125224399999998,0.004493713,2.0,312.4237061,11151,318.051178,0.80123359
0.152000003,-0.255569398,0.0024156570000000003,1.0,319.2901611,11153,328.0683899,0.814956784
0.156000003,-0.26533553,0.004610062,1.0,333.0230713,11154,335.58142089999996,0.831276298
0.160000003,-0.288023651,0.013578415,1.0,329.5898438,11155,353.11184689999993,0.846237302
0.164000003,-0.301878005,0.011219025,2.0,336.4562988,11157,360.6249084,0.856885731
0.16800000199999998,-0.292653024,0.006666183000000001,1.0,343.3227539,11158,373.1465149,0.85924083
0.17200000199999999,-0.280380368,-0.004241943,2.0,353.62243650000005,11160,383.16394039999994,0.849266827
0.176000002,-0.286557078,-0.001180649,1.0,363.92211910000003,11161,400.69458010000005,0.836954236
0.18000000100000002,-0.31351006,0.005527496,1.0,370.7885742,11163,408.207428,0.823252141
0.18400000100000002,-0.299281448,0.006202698,2.0,374.22180180000004,11165,415.7204895,0.7990356679999999
0.18800000100000008,-0.279348403,-0.006743430999999999,1.0,394.821167,11166,420.72891239999996,0.787239075
0.192000001,-0.272787422,-0.006139755,2.0,394.821167,11168,430.7466431,0.784726083
0.196,-0.28695336,-0.002111435,2.0,391.3879395,11170,435.755188,0.7983191609999999
0.2,-0.28676635,0.00069809,1.0,408.55407710000003,11172,448.27706910000006,0.8158247470000001
0.204,-0.24804537,-0.013549805,2.0,418.85375980000003,11173,453.28524780000004,0.832992136
0.20800000000000002,-0.224425226,-0.013372421,2.0,429.15344239999996,11175,473.32015989999996,0.8415709140000001
0.211999999,-0.25635072600000003,-0.005216599000000001,1.0,422.28698729999996,11177,480.83334349999996,0.848311603
0.215999999,-0.226325065,-0.01433754,2.0,439.453125,11179,490.850769,0.859901905
0.21999999899999997,-0.224986374,-0.005773544,2.0,449.75280760000004,11181,503.37222289999994,0.8499819040000001
0.223999998,-0.222748637,-0.002035141,2.0,449.75280760000004,11183,518.3982543999998,0.8192130329999999
0.227999998,-0.223058581,0.001621246,1.0,460.05249019999997,11185,525.911438,0.7822162509999999
0.231999998,-0.189884633,-0.013196945,2.0,463.48571780000003,11187,533.4243164,0.767648518
0.23599999800000002,-0.189363018,-0.00487709,2.0,460.05249019999997,11189,525.911438,0.7740893959999999
0.239999997,-0.214041665,-0.00163269,2.0,463.48571780000003,11191,545.9459839,0.7750080229999999
0.243999997,-0.215226933,0.005400658000000001,2.0,473.78540039999996,11194,550.9550171,0.77996397
0.247999997,-0.215584412,0.002914429,2.0,484.085083,11196,560.9720459,0.792424738
0.251999996,-0.176821411,-0.009634018000000001,2.0,494.38476560000004,11198,563.4763793999998,0.808861077
0.255999996,-0.189571828,0.001348495,2.0,494.38476560000004,11200,570.9894409,0.823714554
0.259999996,-0.19154191,-0.001195908,2.0,487.51831050000004,11203,591.0240478999998,0.834361672
0.263999996,-0.184854701,-0.0013179779999999998,2.0,497.8179932,11205,608.5547485000002,0.82417202
0.267999995,-0.20737657,0.009462357,2.0,497.8179932,11208,611.0588379,0.797526121
0.271999995,-0.218265727,0.008647919,2.0,504.68444819999996,11210,611.0587158,0.7647424340000001
0.275999995,-0.175535947,-0.007829665999999999,2.0,508.11767580000003,11212,621.0761107999998,0.758212984
0.279999995,-0.155585051,-0.010472298,2.0,521.8505859,11215,626.085022,0.754143357
0.283999994,-0.146814793,-0.005874634,2.0,514.9841309,11217,638.6067505,0.730763912
0.287999994,-0.155938357,-0.00160408,2.0,514.9841309,11220,633.5979004,0.730389655
0.291999994,-0.157446206,0.0010566710000000001,2.0,521.8505859,11223,638.6065674,0.745174289
0.295999993,-0.169763759,0.002407074,2.0,518.4173584,11225,658.6414185,0.739244699
0.299999993,-0.12650941300000001,-0.002150536,2.0,525.2838135,11228,661.1456299,0.7247852090000001
0.303999993,-0.131748989,-0.000517845,2.0,532.1502686000001,11230,671.1627808,0.704888403
0.307999993,-0.09524536900000001,-0.008453369,2.0,539.0167236000002,11233,663.6500244,0.6946910620000001
0.311999992,-0.111319065,-0.0050115590000000005,3.0,535.5834961,11236,666.1542357999998,0.715314448
0.315999992,-0.11697828,0.0019264220000000001,2.0,539.0167236000002,11238,666.1542357999998,0.763743162
0.319999992,-0.12488064900000001,0.006864548000000001,2.0,539.0167236000002,11241,686.1889037999998,0.7929968829999999
0.323999992,-0.139130354,0.010568619,2.0,542.4499512,11244,691.1977539,0.7909566159999999
0.327999991,-0.169418395,0.010322571,2.0,535.5834961,11247,696.2067871,0.781660974
0.331999991,-0.179011285,0.013414383,2.0,539.0167236000002,11250,716.2410278,0.7430074809999999
0.335999991,-0.17696681600000005,0.015974998,2.0,535.5834961,11252,706.2234497000003,0.7019521
0.33999999,-0.17987078399999998,0.011593818999999998,3.0,532.1502686000001,11255,703.7195435,0.69143492
0.34399999,-0.166250184,0.003124237,2.0,532.1502686000001,11258,716.241272,0.6833002570000001
0.34799999,-0.16808962800000002,0.0034160609999999998,2.0,528.717041,11261,716.2409058,0.681313038
0.35199999,-0.16360113,0.000259399,2.0,525.2838135,11264,708.7280272999999,0.6963319179999999
0.35599998899999996,-0.159851879,-0.00169754,2.0,525.2838135,11267,718.7456055,0.706095934
0.35999998899999996,-0.156743452,-0.000889778,2.0,539.0167236000002,11270,723.7542114,0.71636641
0.36399998899999997,-0.165444717,0.005641937,2.0,525.2838135,11272,728.7626343,0.7068702579999999
0.36799998899999997,-0.219462872,0.015745163,2.0,525.2838135,11275,728.7630005,0.6702194810000001
0.37199998799999995,-0.18401067,0.004780769,3.0,525.2838135,11278,731.2670287999997,0.657211244
0.37599998799999995,-0.171049073,-0.002069473,2.0,525.2838135,11281,731.2670287999997,0.664485455
0.37999998799999996,-0.18229359399999998,-0.000377655,2.0,514.9841309,11284,731.2672729,0.654596806
0.38399998700000004,-0.16663529,-0.00010967299999999999,2.0,511.55090329999996,11287,731.2669678,0.643165886
0.3879999870000001,-0.20192948,0.0055990219999999995,2.0,518.4173584,11290,736.2758179,0.628021896
0.3919999870000001,-0.204797864,0.004386902,2.0,501.2512206999999,11293,731.2672119,0.5857923629999999
0.3959999870000001,-0.203764647,0.00586319,2.0,501.2512206999999,11296,738.7800903,0.553580225
0.39999998600000003,-0.202657953,-0.00079155,2.0,490.9515381,11299,736.276001,0.526376665
0.40399998600000003,-0.18759280399999997,-0.004926682,2.0,494.38476560000004,11302,716.241394,0.526220083
0.40799998600000004,-0.211318552,0.0032348629999999997,2.0,490.9515381,11305,721.2499389999997,0.554149091
0.411999985,-0.20103634899999998,0.00034713699999999997,2.0,487.51831050000004,11307,721.2497559,0.579035878
0.415999985,-0.21702747,0.000141144,2.0,480.65185549999995,11310,716.241272,0.601919115
0.419999985,-0.21743215600000002,0.003990173,2.0,480.65185549999995,11313,731.2672729,0.6127815839999999
0.423999985,-0.209252685,0.0036525729999999997,2.0,487.51831050000004,11316,731.2672729,0.597598851
0.427999984,-0.22215729999999997,0.002036095,2.0,484.085083,11319,731.2669678,0.592433691
0.431999984,-0.191009194,-0.005303383,1.0,480.65185549999995,11322,726.258667,0.6083417529999999
0.435999984,-0.179334715,-0.01133728,2.0,477.2186279,11325,731.2669678,0.60417825
0.439999984,-0.210543245,-0.003705978,2.0,470.3521728999999,11328,731.2672119,0.605023324
0.443999983,-0.189503461,-0.0057573319999999996,2.0,466.91894529999996,11331,731.2670897999999,0.60787195
0.447999983,-0.230176613,0.001735687,2.0,456.61926270000004,11334,723.7541504,0.599701405
0.451999983,-0.16811344,-0.008690834,2.0,463.48571780000003,11337,728.7630615,0.600583494
0.455999982,-0.184123442,-0.005452156,2.0,453.1860352,11339,731.2669067,0.601428747
0.45999998200000003,-0.176062599,-0.009147644,1.0,449.75280760000004,11342,728.7629394999999,0.600270271
