timestamp, cut torque, cut lag error, cut position, cut speed, film position, film speed, film lag error
0.0040000140000000005,-0.295927733,1.52588e-05,0.0,41.19873047,11128,35.06079102,0.466406077
0.008000013,-0.283251077,-0.0064678190000000005,0.0,48.06518555,11128,32.55635452,0.491568953
0.012000013,-0.308639169,0.000106812,0.0,44.63195801,11128,40.06951904,0.519276142
0.016000013,-0.331371695,0.004386902,1.0,51.49841309,11129,45.07809829999999,0.545538247
0.020000012,-0.346760869,0.004062653,1.0,65.23132324,11129,52.59111404,0.5613313910000001
0.024000012,-0.297285587,-0.014618874,1.0,72.09777832,11129,57.59984207,0.574633896
0.028000012,-0.25079402300000003,-0.026511192000000003,1.0,72.09777832,11129,65.112854,0.582380891
0.032000012,-0.258219004,-0.019742966,2.0,75.53100586,11130,77.63445282,0.5844841
0.036000011,-0.279805392,-0.005794525,2.0,82.39746094,11130,80.13887787,0.591848671
0.040000011,-0.295902312,-0.003475189,2.0,89.26391602,11130,87.65190125,0.593313992
0.044000011,-0.286723763,-0.006193161,3.0,99.56359863,11131,92.66062927,0.589717209
0.048000011,-0.264879078,-0.013540268,3.0,102.9968262,11131,102.6779327,0.589879751
0.05200001,-0.25358429600000004,-0.012527466,4.0,106.4300537,11131,107.68666840000002,0.603598058
0.05600001,-0.27571848,-0.003904343,4.0,120.1629639,11132,112.6952209,0.609592259
0.06000001,-0.296162695,0.007684708,5.0,123.5961914,11132,125.2169876,0.616604388
0.06400000900000001,-0.269224346,-0.003698349,5.0,140.7623291,11133,127.7212601,0.633351326
0.068000009,-0.246561781,-0.011353493,6.0,151.0620117,11133,132.7299957,0.648486972
0.072000009,-0.248403162,-0.007815361,6.0,144.19555659999997,11134,137.7385712,0.664668322
0.07600000900000001,-0.250797629,0.000413895,7.0,161.3616943,11134,155.2689819,0.6805141570000001
0.080000008,-0.272754997,0.002934456,7.0,168.2281494,11135,157.7734833,0.6906111840000001
0.084000008,-0.282723308,-0.000130653,8.0,171.66137700000004,11136,175.3038025,0.6905196309999999
0.088000008,-0.238962159,-0.010957718,9.0,188.8275146,11136,180.3124695,0.690805674
0.092000008,-0.218018532,-0.0088377,10.0,188.8275146,11137,187.8254089,0.6869765520000001
